mol1,mol2,label,pair_id,pair_id_clean,combined_text,is_missing_text,feature_index
CC1=NN(C(=C1)C)c1nnc(nn1)N1N=C(C)C=C1C,O=N(=O)c1ccc2NN=Nc2c1,1,XEMCID,XEMCID,"结论: Yes. 关键特征: - Significant difference in molecular polarity and hydrogen-bonding capability between components; - Complementary intermolecular interaction motifs (e.g., π–π stacking, dipole–dipole, weak H-bonding) that may suppress crystallization of individual components; - Moderate melting point depression expected due to limited solid-state miscibility but favorable liquid-phase mixing. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:  \n- Significant difference in molecular polarity and hydrogen-bonding capability between components  \n- Complementary intermolecular interaction motifs (e.g., π–π stacking, dipole–dipole, weak H-bonding) that may suppress crystallization of individual components  \n- Moderate melting point depression expected due to limited solid-state miscibility but favorable liquid-phase mixing  \n\nDetailed Analysis:  \nThe two compounds—3,6-bis",False,106
O=N(=O)C(C1=NNC(=N1)C1=NC(=NN1)C(N(=O)=O)(N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O,N1C=CN=N1,1,XIZCER,XIZCER,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,107
CON=N(C)[O],O=N(=O)N1C2C3N(C1C1N(C(C(N3N(=O)=O)N1N(=O)=O)N2N(=O)=O)N(=O)=O)N(=O)=O,1,YEDVAH,YEDVAH,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,108
O=N(=O)N1CN(CN(CN(C1)N(=O)=O)N(=O)=O)N(=O)=O,O=N(=O)N1C2C3N(C1C1N(C(C(N3N(=O)=O)N1N(=O)=O)N2N(=O)=O)N(=O)=O)N(=O)=O,1,ZEBJOH01,ZEBJOH01,"结论: Yes. 关键特征: - Significant difference in molecular symmetry and crystal packing efficiency between the two compounds; - Both components are high-nitrogen, polycyclic nitramine explosives with similar functional groups (–NO₂) but distinct ring architectures; - Likely partial miscibility in the solid state due to structural dissimilarity despite chemical similarity. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:\n- Significant difference in molecular symmetry and crystal packing efficiency between the two compounds  \n- Both components are high-nitrogen, polycyclic nitramine explosives with similar functional groups (–NO₂) but distinct ring architectures  \n- Likely partial miscibility in the solid state due to structural dissimilarity despite chemical similarity  \n\nDetailed Analysis:  \n1,3,5,7-Tetranitro-1,3,5,7-tetrazocane (commonly know",False,109
Cc1cc2ccccc2c2ccc3ccccc3c12,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,1,ZEGKIF10,ZEGKIF10,"结论: Yes. 关键特征: - Formation of a low-melting physical mixture with a distinct eutectic composition; - Absence of covalent bonding or stoichiometric complexation—interaction primarily driven by van der Waals and π–π stacking forces; - Sharp melting point at the eutectic composition, lower than the individual melting points of either pure component. 详细分析: Conclusion: Yes\n\nLikelihood: High\n\nKey Characteristics:\n- Formation of a low-melting physical mixture with a distinct eutectic composition\n- Absence of covalent bonding or stoichiometric complexation—interaction primarily driven by van der Waals and π–π stacking forces\n- Sharp melting point at the eutectic composition, lower than the individual melting points of either pure component\n\nDetailed Analysis:\n5-Methylchrysene is a polycyclic aromatic hydrocarbon (PAH) featuring four fused be",False,110
[O]N1=C2C(=NO1)C1=N([O])ON=C1C1=N([O])ON=C21,O=N(=O)N1CC(C1)(N(=O)=O)N(=O)=O,1,ZEVNUL,ZEVNUL,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,111
Cc1ccccn1[O],O=N(=O)N1CN(CN(CN(C1)N(=O)=O)N(=O)=O)N(=O)=O,1,ZEZGIW,ZEZGIW,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,112
O=N(=O)N1CN(CN(CN(C1)N(=O)=O)N(=O)=O)N(=O)=O,Nc1ccc(F)cc1,1,ZEZHET,ZEZHET,"结论: Yes. 关键特征: - Significant difference in melting points between the two components (1,3,5,7-tetranitro-1,3,5,7-tetrazocane is a high-melting energetic compound; 4-fluoroaniline is a low-melting aromatic amine).; - Limited miscibility in the solid state due to structural and polarity mismatch, favoring eutectic rather than co-crystal formation.; - Presence of complementary intermolecular interactions (e.g., weak hydrogen bonding between nitro groups and the aniline N–H) that may stabilize the liquid phase but not induce long-range crystalline order.. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:\n- Significant difference in melting points between the two components (1,3,5,7-tetranitro-1,3,5,7-tetrazocane is a high-melting energetic compound; 4-fluoroaniline is a low-melting aromatic amine).\n- Limited miscibility in the solid state due to structural and polarity mismatch, favoring eutectic rather than co-crystal formation.\n- Presence of complementary intermolecular interactions (e.g., weak hydrogen bonding between nitro grou",False,113
O=N(=O)c1cc(c(C=Cc2c(cc(cc2N(=O)=O)N(=O)=O)N(=O)=O)c(c1)N(=O)=O)N(=O)=O,c1cc(ccn1)C=Cc1ccncc1,1,ZILMUF,ZILMUF,"结论: Yes. 关键特征: - Significant difference in molecular symmetry and intermolecular interaction profiles (one highly electron-deficient aromatic nitro compound, the other a conjugated di-pyridyl system with moderate π-basicity); - Complementary hydrogen-bonding and dipole–dipole capabilities enabling partial miscibility in the liquid state but limited solid solubility; - Distinct melting points with potential for mutual depression due to dissimilar crystal packing motifs. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:\n- Significant difference in molecular symmetry and intermolecular interaction profiles (one highly electron-deficient aromatic nitro compound, the other a conjugated di-pyridyl system with moderate π-basicity)\n- Complementary hydrogen-bonding and dipole–dipole capabilities enabling partial miscibility in the liquid state but limited solid solubility\n- Distinct melting points with potential for mutual depression due to dissimilar cr",False,114
O=N(=O)c1cccc2ccccc12,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,1,ZOPGOC,ZOPGOC,"结论: Yes. 关键特征: - Formation of a simple eutectic mixture without chemical reaction or co-crystal formation; - Melting point significantly lower than that of either pure component; - Composition-dependent phase behavior with a distinct eutectic point on the binary phase diagram. 详细分析: Conclusion: Yes\n\nLikelihood: High\n\nKey Characteristics:\n- Formation of a simple eutectic mixture without chemical reaction or co-crystal formation  \n- Melting point significantly lower than that of either pure component  \n- Composition-dependent phase behavior with a distinct eutectic point on the binary phase diagram  \n\nDetailed Analysis:  \n1-Nitronaphthalene (melting point ≈ 61–62 °C) and 1,3,5-trinitrobenzene (TNB; melting point ≈ 122–123 °C) are both aromatic nitro compounds with l",False,115
NC1=NNC=N1,O=N(=O)C1=NNC2=C1NN=C2N(=O)=O,1,ZUBNOB,ZUBNOB,"结论: Yes. 关键特征: - Significant difference in melting points between the two components, facilitating eutectic formation.; - Complementary hydrogen-bonding capabilities that may promote intermolecular interactions without forming a stable co-crystal.; - Moderate structural dissimilarity reducing the tendency for solid solution formation and favoring phase separation with a distinct eutectic point.. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:\n- Significant difference in melting points between the two components, facilitating eutectic formation.\n- Complementary hydrogen-bonding capabilities that may promote intermolecular interactions without forming a stable co-crystal.\n- Moderate structural dissimilarity reducing the tendency for solid solution formation and favoring phase separation with a distinct eutectic point.\n\nDetailed Analysis:\n1H-1,2,4-Triazol-5-amine (also ",False,116
O=N(=O)C1=NNC2=C1NN=C2N(=O)=O,NN1C=NN=C1,1,ZUBNUH,ZUBNUH,"结论: Yes. 关键特征: - Significant difference in melting points between the two components, facilitating eutectic formation.; - Complementary hydrogen-bonding capabilities (donor–acceptor pairs) that may promote intermolecular interactions without forming a stable co-crystal.; - Moderate structural dissimilarity reducing the tendency for solid-solution formation and favoring a distinct eutectic phase boundary.. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:  \n- Significant difference in melting points between the two components, facilitating eutectic formation.  \n- Complementary hydrogen-bonding capabilities (donor–acceptor pairs) that may promote intermolecular interactions without forming a stable co-crystal.  \n- Moderate structural dissimilarity reducing the tendency for solid-solution formation and favoring a distinct eutectic phase boundary.\n\nDetailed Analysis:  \n3,6-Dinitro-2",False,117
C1c2ccccc2Cc2ccccc12,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,1,ZZZAGS10,ZZZAGS10,"结论: Yes. 关键特征: - Formation of a charge-transfer (CT) complex due to donor–acceptor interaction between 9,10-dihydroanthracene (electron donor) and 1,3,5-trinitrobenzene (strong electron acceptor); - Distinct melting point depression relative to the individual components, indicative of eutectic behavior; - Possible co-crystallization with stoichiometric or non-stoichiometric composition exhibiting sharp phase transition at the eutectic temperature. 详细分析: Conclusion: Yes\n\nLikelihood: High\n\nKey Characteristics:\n- Formation of a charge-transfer (CT) complex due to donor–acceptor interaction between 9,10-dihydroanthracene (electron donor) and 1,3,5-trinitrobenzene (strong electron acceptor)\n- Distinct melting point depression relative to the individual components, indicative of eutectic behavior\n- Possible co-crystallization with stoichiometric or non-stoichiometric composition exhibiting sharp phase transition at the eutectic temperature\n\n",False,118
C1=NN=CN1N=NN1C=NN=C1,O=N(=O)C1=NC(=CN1)N(=O)=O,1,YOJQOG,YOJQOG,"结论: Yes. 关键特征: - Significant difference in melting points between the two components, facilitating eutectic formation.; - Complementary hydrogen-bonding capabilities that may promote intermolecular interactions without forming a stable co-crystal.; - Moderate miscibility in the liquid phase but limited solid solubility, satisfying typical conditions for eutectic behavior.. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:\n- Significant difference in melting points between the two components, facilitating eutectic formation.\n- Complementary hydrogen-bonding capabilities that may promote intermolecular interactions without forming a stable co-crystal.\n- Moderate miscibility in the liquid phase but limited solid solubility, satisfying typical conditions for eutectic behavior.\n\nDetailed Analysis:\nBis(1,2,4-triazol-4-yl)diazene is a nitrogen-rich hete",False,119
C1=NN=CN1N=NN1C=NN=C1,O=N(=O)C1=CC(=NN1)N(=O)=O,1,YOJXIH,YOJXIH,"结论: Yes. 关键特征: - Significant difference in melting points between the two components, facilitating eutectic formation.; - Complementary hydrogen-bonding capabilities that may promote intermolecular interactions without forming a stable co-crystal.; - Both compounds are energetic heterocycles with moderate polarity, enabling partial miscibility in the liquid phase but limited solid solubility.. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:\n- Significant difference in melting points between the two components, facilitating eutectic formation.\n- Complementary hydrogen-bonding capabilities that may promote intermolecular interactions without forming a stable co-crystal.\n- Both compounds are energetic heterocycles with moderate polarity, enabling partial miscibility in the liquid phase but limited solid solubility.\n\nDetailed Analysis:\nBis(1,2,4-triazol-4-yl)diazene (B",False,120
C1=NN=CN1N=NN1C=NN=C1,O=N(=O)C1=NNC(=N1)C1=NC(=NN1)N(=O)=O,1,YOJXON,YOJXON,"结论: Yes. 关键特征: - Significant difference in molecular symmetry and hydrogen-bonding topology between components; - Complementary nitro and triazole functional groups enabling intermolecular interactions without strong co-crystal formation tendency; - Moderate melting point depression expected due to limited solid-state miscibility but favorable liquid-phase mixing. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:  \n- Significant difference in molecular symmetry and hydrogen-bonding topology between components  \n- Complementary nitro and triazole functional groups enabling intermolecular interactions without strong co-crystal formation tendency  \n- Moderate melting point depression expected due to limited solid-state miscibility but favorable liquid-phase mixing  \n\nDetailed Analysis:  \nBis(1,2,4-triazol-4-yl)diazene (BTDA) is a symmetric ",False,121
CL-20,"4,5-MDNI",1,NILCIX,NILCIX,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,122
CL-20,HMX,1,ZEBJOH,ZEBJOH,"结论: No. 关键特征: - Incompatible chemical functionalities (oxidizing vs. reducing/reactive species); - Significant risk of redox reaction or decomposition rather than stable co-crystallization; - Lack of structural complementarity for forming a homogeneous solid solution or eutectic melt. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Incompatible chemical functionalities (oxidizing vs. reducing/reactive species)\n- Significant risk of redox reaction or decomposition rather than stable co-crystallization\n- Lack of structural complementarity for forming a homogeneous solid solution or eutectic melt\n\nDetailed Analysis:\nGadolinium(3+) trinitrate, Gd(NO₃)₃, is a strong oxidizing agent due to the presence of nitrate anions and a highly charged lanthanide cation. Hydr",False,123
CL-20,TPPO,1,WOSFOB,WOSFOB,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,124
CL-20,BTF,1,PEHSUS,PEHSUS,"结论: No. 关键特征: - Significant disparity in molecular size, structure, and intermolecular interaction profiles; - Incompatible melting behaviors due to decomposition vs. true melting; - Lack of mutual solubility in the solid state required for eutectic formation. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular size, structure, and intermolecular interaction profiles  \n- Incompatible melting behaviors due to decomposition vs. true melting  \n- Lack of mutual solubility in the solid state required for eutectic formation  \n\nDetailed Analysis:  \nGadolinium(III) trinitrate (Gd(NO₃)₃) is an inorganic salt that typically exists as a hydrate (e.g., Gd(NO₃)₃·6H₂O). It does not exhibit a conventional melting poin",False,125
CL-20,GTA,1,XAQFUS,XAQFUS,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,126
CL-20,DO,1,ZASWAT,ZASWAT,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,127
CL-20,BL,1,ZASWEX,ZASWEX,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,128
CL-20,HMPA,1,ZASWIB,ZASWIB,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,129
CL-20,NMP,1,GOWHIL,GOWHIL,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,130
CL-20,BQ,1,ROSMOD,ROSMOD,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,131
CL-20,NAQ,1,ROSMIX,ROSMIX,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,132
CL-20,CPL,1,JAQVOP,JAQVOP,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,133
CL-20,xylene,1,UWUGAW,UWUGAW,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,134
CL-20,DNP,1,JABYIX,JABYIX,"结论: No. 关键特征: - Incompatible molecular interaction types (ionic vs. amphiphilic surfactant-like organic); - Significant disparity in melting behavior and thermal stability; - Lack of mutual solubility or miscibility in the solid or liquid state required for eutectic formation. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Incompatible molecular interaction types (ionic vs. amphiphilic surfactant-like organic)\n- Significant disparity in melting behavior and thermal stability\n- Lack of mutual solubility or miscibility in the solid or liquid state required for eutectic formation\n\nDetailed Analysis:\nGadolinium(3+) trinitrate, Gd(NO₃)₃, is an ionic inorganic salt composed of a trivalent lanthanide cation and nitrate anions. It typically exists as a hydr",False,135
CL-20,MNO,1,MANLEV,MANLEV,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,136
BTF,BOXTET,1,BOXTET,BOXTET,"结论: No. 关键特征: - Significant disparity in molecular size and complexity; - Mismatched intermolecular interaction profiles (hydrogen bonding, polarity, aromaticity); - Extremely low volatility and poor miscibility in molten state due to high melting points and decomposition tendencies. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular size and complexity\n- Mismatched intermolecular interaction profiles (hydrogen bonding, polarity, aromaticity)\n- Extremely low volatility and poor miscibility in molten state due to high melting points and decomposition tendencies\n\nDetailed Analysis:\nThe first molecule is an exceptionally large, chiral peptide-like oligomer composed of multiple amino acid residues—including tyrosine, phenylalanin",False,137
DADP,TITNB,1,WUGWAY,WUGWAY,"结论: No. 关键特征: - Significant disparity in molecular polarity and intermolecular interaction types; - Large difference in melting points and thermal stability profiles; - Incompatible crystal packing motifs due to structural rigidity vs. flexibility. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular polarity and intermolecular interaction types  \n- Large difference in melting points and thermal stability profiles  \n- Incompatible crystal packing motifs due to structural rigidity vs. flexibility  \n\nDetailed Analysis:  \nThe first compound, [(2R,3S,5R)-5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate, is adenosine monophosphate (AMP), a polar, zwitterionic biomolec",False,138
DADP,TCTNB,1,WIFYAN,WIFYAN,"结论: No. 关键特征: - Significant disparity in molecular polarity and intermolecular interaction types; - Large difference in melting points and thermal stability; - Incompatible crystal packing motifs due to structural dissimilarity. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular polarity and intermolecular interaction types  \n- Large difference in melting points and thermal stability  \n- Incompatible crystal packing motifs due to structural dissimilarity  \n\nDetailed Analysis:  \nThe first compound, [(2R,3S,5R)-5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate, is adenosine monophosphate (AMP), a polar, zwitterionic biomolecule with multiple hy",False,139
DADP,TBTNB,1,WIFXUG,WIFXUG,"结论: No. 关键特征: - Significant disparity in molecular polarity and functional groups; - Large difference in melting points and thermal stability; - Incompatible crystal packing tendencies due to structural dissimilarity. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular polarity and functional groups\n- Large difference in melting points and thermal stability\n- Incompatible crystal packing tendencies due to structural dissimilarity\n\nDetailed Analysis:\nThe first compound, [(2R,3S,5R)-5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate, is adenosine monophosphate (AMP), a highly polar, zwitterionic nucleotide with multiple hydrogen-bondin",False,140
HMX,DMI,1,IDENEM,IDENEM,"结论: No. 关键特征: - Lack of mutual solubility or intermolecular compatibility necessary for eutectic formation; - Significant disparity in molecular polarity and functional groups; - Absence of documented phase behavior indicating a eutectic system. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Lack of mutual solubility or intermolecular compatibility necessary for eutectic formation  \n- Significant disparity in molecular polarity and functional groups  \n- Absence of documented phase behavior indicating a eutectic system  \n\nDetailed Analysis:  \nA eutectic system forms when two or more components are miscible in the liquid state but exhibit limited solid-state solubility, resulting in a mixture that melts at a temperature",False,141
HMX,FA,1,ZEZGOC,ZEZGOC,"结论: Yes. 关键特征: - Formation of a deep eutectic solvent (DES) via hydrogen bonding between urea (hydrogen bond donor, HBD) and formic acid or hydrogen peroxide (hydrogen bond acceptors, HBAs).; - Significant melting point depression compared to individual components, resulting in a liquid at or near room temperature.; - Enhanced solubilizing capability for polar and some organic compounds due to strong hydrogen-bonding network and ionic character.. 详细分析: Conclusion: Yes\n\nLikelihood: High\n\nKey Characteristics:  \n- Formation of a deep eutectic solvent (DES) via hydrogen bonding between urea (hydrogen bond donor, HBD) and formic acid or hydrogen peroxide (hydrogen bond acceptors, HBAs).  \n- Significant melting point depression compared to individual components, resulting in a liquid at or near room temperature.  \n- Enhanced solubilizing capability for polar and some organic compounds due to strong hydrogen-bonding network and ionic character",False,142
HMX,T2,1,ZEZHAP,ZEZHAP,"结论: No. 关键特征: - Lack of mutual solubility and structural compatibility necessary for eutectic formation; - Significant disparity in molecular size, polarity, and functional groups between components; - Absence of documented evidence or thermodynamic rationale supporting a eutectic system among these three compounds. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Lack of mutual solubility and structural compatibility necessary for eutectic formation  \n- Significant disparity in molecular size, polarity, and functional groups between components  \n- Absence of documented evidence or thermodynamic rationale supporting a eutectic system among these three compounds  \n\nDetailed Analysis:  \nA eutectic system forms when two or more substances are mutually soluble in the liquid state but exhibit li",False,143
HMX,PDA,1,ZEZHOD,ZEZHOD,"结论: No. 关键特征: - Hydrogen peroxide (H₂O₂) is a reactive, polar liquid at room temperature with strong oxidizing properties.; - Urea is a solid, highly polar molecule capable of extensive hydrogen bonding; pyridine is a basic, aromatic heterocycle that is liquid at room temperature and acts as a hydrogen bond acceptor.; - The three components exhibit significant differences in physical state, reactivity, and intermolecular interaction profiles, making formation of a single, well-defined eutectic system unlikely.. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Hydrogen peroxide (H₂O₂) is a reactive, polar liquid at room temperature with strong oxidizing properties.\n- Urea is a solid, highly polar molecule capable of extensive hydrogen bonding; pyridine is a basic, aromatic heterocycle that is liquid at room temperature and acts as a hydrogen bond acceptor.\n- The three components exhibit significant differences in physical state, reactivity, and intermolecular interaction profiles, making f",False,144
TNT,1-BN,1,URIJAH,URIJAH,"结论: No. 关键特征: - Significant disparity in molecular structure and polarity; - Mismatched intermolecular interaction profiles (e.g., hydrogen bonding capability vs. lack thereof); - Large difference in melting points and thermal behavior. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular structure and polarity\n- Mismatched intermolecular interaction profiles (e.g., hydrogen bonding capability vs. lack thereof)\n- Large difference in melting points and thermal behavior\n\nDetailed Analysis:\n2-Methyl-1,3,5-trinitrobenzene is a highly symmetric, planar aromatic compound bearing three strongly electron-withdrawing nitro groups. It is non-polar to moderately polar, lacks hydrogen bond do",False,145
TNT,9-BN,1,URIJIP,URIJIP,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,146
TNT,AA_1,1,URIMAK,URIMAK,"结论: Yes. 关键特征: - Formation of a homogeneous liquid phase at a composition-specific melting point lower than the melting points of either pure component; - Absence of significant chemical interaction or covalent bond formation between components (i.e., physical mixture rather than cocrystal); - Distinct thermal behavior observable via DSC (differential scanning calorimetry), showing a single sharp endothermic peak corresponding to the eutectic temperature. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:  \n- Formation of a homogeneous liquid phase at a composition-specific melting point lower than the melting points of either pure component  \n- Absence of significant chemical interaction or covalent bond formation between components (i.e., physical mixture rather than cocrystal)  \n- Distinct thermal behavior observable via DSC (differential scanning calorimetry), showing a single sharp endothermic peak corresponding to the eutectic",False,147
TNT,alpha-ABA_1,1,URILOX,URILOX,"结论: Yes. 关键特征: - Formation of a homogeneous liquid phase upon melting at a composition-specific temperature lower than the melting points of either pure component.; - Absence of significant chemical interaction or covalent bond formation between 2-methyl-1,3,5-trinitrobenzene and α-ABA (assumed to be α-amino benzoic acid or a similar aromatic amine/carboxylic acid derivative), indicating physical mixing rather than cocrystal formation.; - Distinct thermal behavior observable via DSC (Differential Scanning Calorimetry) with a sharp endothermic peak corresponding to the eutectic transition.. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:\n- Formation of a homogeneous liquid phase upon melting at a composition-specific temperature lower than the melting points of either pure component.\n- Absence of significant chemical interaction or covalent bond formation between 2-methyl-1,3,5-trinitrobenzene and α-ABA (assumed to be α-amino benzoic acid or a similar aromatic amine/carboxylic acid derivative), indicating physical mixing rather than cocrystal formation.\n- Distinct ",False,148
TNT,DBZ,1,URIKOW,URIKOW,"结论: Yes. 关键特征: - Significant disparity in molecular size, polarity, and functional groups between components; - Limited structural complementarity for strong intermolecular interactions (e.g., hydrogen bonding mismatch); - Large difference in melting points and crystal packing tendencies. 详细分析: Conclusion: Yes\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular size, polarity, and functional groups between components\n- Limited structural complementarity for strong intermolecular interactions (e.g., hydrogen bonding mismatch)\n- Large difference in melting points and crystal packing tendencies\n\nDetailed Analysis:  \nThe first compound, 2-methyl-1,3,5-trinitrobenzene (also known as trinitrotoluene or TNT analog), is a small, planar, highly symmetric aromat",False,149
TNT,DMB,1,URILEN,URILEN,"结论: Yes. 关键特征: - Formation of a low-melting physical mixture with a distinct eutectic composition; - Absence of strong covalent or ionic bonding; interaction primarily driven by van der Waals forces and weak hydrogen bonding; - Immiscibility in the solid state but partial miscibility or molecular-level mixing in the liquid phase near the eutectic point. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:\n- Formation of a low-melting physical mixture with a distinct eutectic composition\n- Absence of strong covalent or ionic bonding; interaction primarily driven by van der Waals forces and weak hydrogen bonding\n- Immiscibility in the solid state but partial miscibility or molecular-level mixing in the liquid phase near the eutectic point\n\nDetailed Analysis:\n2-Methyl-1,3,5-trinitrobenzene (also known as methyl trinitrobenzene) is a",False,150
TNT,DMDBT,1,URIKUC,URIKUC,"结论: No. 关键特征: - Significant disparity in molecular symmetry and polarity; - Mismatched intermolecular interaction profiles (one highly polar/nitro-rich, the other nonpolar/hydrocarbon); - Large difference in melting points and crystal packing tendencies. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular symmetry and polarity\n- Mismatched intermolecular interaction profiles (one highly polar/nitro-rich, the other nonpolar/hydrocarbon)\n- Large difference in melting points and crystal packing tendencies\n\nDetailed Analysis:\n2-Methyl-1,3,5-trinitrobenzene is a highly polar aromatic compound featuring three strongly electron-withdrawing nitro groups arranged symmetrically on a benzene ring with an add",False,151
TNT,Phenothiazine,1,URIKIQ,URIKIQ,"结论: Yes. 关键特征: - Formation of a low-melting physical mixture with a distinct eutectic composition; - Absence of covalent bonding or stoichiometric complexation—interaction primarily driven by van der Waals forces and possible weak charge-transfer interactions; - Enhanced solubility or processability compared to individual components near the eutectic point. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:\n- Formation of a low-melting physical mixture with a distinct eutectic composition\n- Absence of covalent bonding or stoichiometric complexation—interaction primarily driven by van der Waals forces and possible weak charge-transfer interactions\n- Enhanced solubility or processability compared to individual components near the eutectic point\n\nDetailed Analysis:\n2-Methyl-1,3,5-trinitrobenzene (also known as methyl trinitrobenzene) ",False,152
TNT,phenanthrene,1,URIJOV,URIJOV,"结论: Yes. 关键特征: - Formation of a simple eutectic system without significant intermolecular interactions (e.g., hydrogen bonding or charge transfer); - Distinct melting point depression relative to the individual components; - Homogeneous solid mixture at the eutectic composition with simultaneous crystallization of both phases upon cooling. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:\n- Formation of a simple eutectic system without significant intermolecular interactions (e.g., hydrogen bonding or charge transfer)\n- Distinct melting point depression relative to the individual components\n- Homogeneous solid mixture at the eutectic composition with simultaneous crystallization of both phases upon cooling\n\nDetailed Analysis:\n2-Methyl-1,3,5-trinitrobenzene (also known as methyl trinitrobenzene) is a highly polar,",False,153
TNT,T2,1,URIKEM,URIKEM,"结论: No. 关键特征: - Significant disparity in molecular size, polarity, and functional groups; - Lack of complementary intermolecular interactions (e.g., hydrogen bonding donors/acceptors mismatch); - Large difference in melting points and crystal packing tendencies. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular size, polarity, and functional groups\n- Lack of complementary intermolecular interactions (e.g., hydrogen bonding donors/acceptors mismatch)\n- Large difference in melting points and crystal packing tendencies\n\nDetailed Analysis:\n2-Methyl-1,3,5-trinitrobenzene is a small, highly symmetric aromatic compound bearing three strongly electron-withdrawing nitro groups and one methyl group. It is non-pol",False,154
TNT,TT,1,URIKAI,URIKAI,"结论: No. 关键特征: - Significant disparity in molecular polarity and intermolecular interaction types; - Large difference in melting points and thermal stability; - Incompatible crystal packing motifs due to structural dissimilarity. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular polarity and intermolecular interaction types  \n- Large difference in melting points and thermal stability  \n- Incompatible crystal packing motifs due to structural dissimilarity  \n\nDetailed Analysis:  \n2-Methyl-1,3,5-trinitrobenzene (also known as trinitrotoluene analog with methyl at position 2) is a highly polar, electron-deficient aromatic compound featuring three strongly electron-withdrawin",False,155
BTO,ATZ,1,UTEJAG,UTEJAG,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,156
BTO,CIM,1,MEPWIQ,MEPWIQ,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,157
